,text
3004,ж.м. Көктал ул. Дулата Бабатайулы зд. 20
3005,ж.м. Көктал ул. Кайынды д. 10
3006,ж.м. Көктал ул. Кайынды д. 11
3007,ж.м. Көктал ул. Кайынды д. 13
3008,ж.м. Көктал ул. Кайынды зд. 15
3009,ж.м. Көктал ул. Кайынды д. 17
3010,ж.м. Көктал ул. Кайынды д. 21
3011,ж.м. Көктал ул. Кайынды д. 23
3012,ж.м. Көктал ул. Кайынды д. 25
3013,ж.м. Көктал ул. Кеңдала д. 2
3014,ж.м. Көктал ул. Кеңдала д. 2/1
3015,ж.м. Көктал ул. Кеңдала д. 3
3016,ж.м. Көктал ул. Кеңдала д. 4
3017,ж.м. Көктал ул. Кеңдала д. 5
3018,ж.м. Көктал ул. Кеңдала д. 6
3019,ж.м. Көктал ул. Кеңдала д. 7
3020,ж.м. Көктал ул. Кеңдала д. 8
3021,ж.м. Көктал ул. Көкжиек д. 2
3022,ж.м. Көктал ул. Көкжиек д. 5
3023,ж.м. Көктал ул. Көктал д. 5
3024,ж.м. Көктал ул. Көктал д. 6/1
3025,ж.м. Көктал ул. Көктал д. 7/1
3026,ж.м. Көктал ул. Көктал д. 9
3027,ж.м. Көктал ул. Сулуколь д. 8
3028,ж.м. Көктал ул. Сулуколь д. 14
3029,ж.м. Көктал ул. Сулуколь д. 14/1
3030,ж.м. Көктал ул. Титова д. 12
3031,ж.м. Көктал ул. Титова д. 14
3032,ж.м. Көктал ул. Титова д. 14/1
3033,ж.м. Көктал ул. Титова д. 16
3034,ж.м. Көктал ул. Ұлытау д. 44
3035,ж.м. Көктал ул. Шұғыла д. 9
3036,мкр. Самал д. 1
3037,мкр. Самал д. 2
3038,мкр. Самал д. 3
3039,мкр. Самал д. 4
3040,мкр. Самал д. 5
3041,мкр. Самал д. 6
3042,мкр. Самал д. 7
3043,мкр. Самал д. 8
3044,мкр. Самал д. 9
3045,мкр. Самал д. 10
3046,мкр. Самал зд. 12
3047,бул. академика Александра Скрябина д. 6
3048,г.к. Колокольчик сооруж. 95А блок 1
3049,г.к. Колокольчик сооруж. 1Г
3050,г.к. Колокольчик сооруж. 3Б
3051,г.к. Колокольчик сооруж. 3/13
3052,г.к. Колокольчик сооруж. 3/16
3053,г.к. Колокольчик сооруж. 5Б
3054,г.к. Колокольчик сооруж. 5/5
3055,г.к. Колокольчик сооруж. 6Б
3056,г.к. Колокольчик сооруж. 6/2
3057,г.к. Колокольчик сооруж. 6/21
3058,г.к. Колокольчик сооруж. 7А
3059,г.к. Колокольчик сооруж. 8Б
3060,г.к. Колокольчик сооруж. 10А
3061,г.к. Колокольчик сооруж. 10/3
3062,г.к. Колокольчик сооруж. 11/3
3063,г.к. Колокольчик сооруж. 12Б
3064,г.к. Колокольчик сооруж. 12/9
3065,г.к. Колокольчик сооруж. 12/11
3066,г.к. Колокольчик сооруж. 15Е
3067,г.к. Колокольчик ст-е 16
3068,г.к. Колокольчик сооруж. 17А
3069,г.к. Колокольчик сооруж. 18Е
3070,г.к. Колокольчик ст-е 19
3071,г.к. Колокольчик сооруж. 19/1
3072,г.к. Колокольчик сооруж. 20Е
3073,г.к. Колокольчик сооруж. 24Н
3074,г.к. Колокольчик сооруж. 27/2
3075,г.к. Колокольчик сооруж. 35Е
3076,г.к. Колокольчик сооруж. 35/3
3077,г.к. Колокольчик сооруж. 36/3
3078,г.к. Колокольчик сооруж. 48
3079,г.к. Колокольчик ст-е 56/5
3080,г.к. Колокольчик сооруж. 57Л
3081,г.к. Колокольчик сооруж. 60Л
3082,г.к. Колокольчик сооруж. 60/1
3083,г.к. Колокольчик сооруж. 68
3084,г.к. Колокольчик сооруж. 115
3085,г.к. Колокольчик сооруж. 137/1
3086,г.к. Колокольчик ст-е 179/2
3087,г.к. Колокольчик ст-е 299/2
3088,г.к. Колос ст-е 1/3
3089,г.к. Колос сооруж. 7У
3090,г.к. Колос сооруж. 13У
3091,г.к. Колос сооруж. 15У
3092,г.к. Колос сооруж. 15Ю
3093,г.к. Колос сооруж. 18Г
3094,г.к. Колос сооруж. 18Д
3095,г.к. Колос сооруж. 19К
3096,г.к. Колос сооруж. 29/10
3097,г.к. Колос сооруж. 38Т
3098,г.к. Колос сооруж. 40Т
3099,г.к. Колос сооруж. 60/1
3100,г.к. Колос сооруж. 61/1
3101,г.к. Колос сооруж. 65
3102,г.к. Колос сооруж. 84М
3103,г.к. Колос сооруж. 85М
3104,г.к. Колос сооруж. 87А
3105,г.к. Колос сооруж. 130/1
3106,г.к. Колос сооруж. 135
3107,г.к. Колос сооруж. 169/3
3108,г.к. Колос сооруж. 300/1
3109,г.к. Колос ст-е 390
3110,г.к. Колос ст-е 422/1
3111,г.к. Колос ст-е 448/3
3112,г.к. Колос ст-е 465/2
3113,г.к. Колос ст-е 602/1
3114,г.к. Колос ст-е 625/2
3115,г.к. Колос ст-е 800А
3116,пер. Атакент д. 26
3117,пер. Барқытбел д. 18
3118,пер. Барқытбел д. 28
3119,пер. Барқытбел д. 30
3120,пер. Барқытбел д. 31
3121,пер. Бесшатыр д. 3
3122,пер. Бесшатыр д. 5
3123,пер. Бесшатыр д. 7
3124,пер. Бесшатыр д. 7/1
3125,пер. Бесшатыр д. 8
3126,пер. Жалаулы д. 2
3127,пер. Жалаулы д. 99
3128,пер. Жарсуат д. 25
3129,пер. Қамажай д. 6
3130,пер. Первый Алматинский д. 52
3131,пер. Рауан д. 15
3132,пер. Рауан д. 16
3133,пер. Рауан д. 17
3134,пер. Сұлутал д. 10
3135,пер. Шыңтас д. 7
3136,пер. Шыңтас д. 17
3137,пер. Шыңтас д. 19
3138,пер. Шыңтас д. 21
3139,ПКСИГ Молодежный сооруж. 32/2
3140,пр. Абай д. 1
3141,пр. Абай д. 1/1
3142,пр. Абай д. 3
3143,пр. Абай д. 5
3144,пр. Абай д. 5/1
3145,пр. Абай д. 8
3146,пр. Абай д. 9
3147,пр. Абай д. 10
3148,пр. Абай д. 10/1
3149,пр. Абай д. 11
3150,пр. Абай д. 11/1
3151,пр. Абай д. 15/1
3152,пр. Абай д. 18
3153,пр. Абай д. 21
3154,пр. Абай д. 27
3155,пр. Абай д. 35
3156,пр. Абай д. 37
3157,пр. Абай зд. 39
3158,пр. Бөгенбай Батыр д. 6/1
3159,пр. Бөгенбай Батыр д. 6/2
3160,пр. Бөгенбай Батыр д. 6/3
3161,пр. Бөгенбай Батыр д. 6/6
3162,пр. Бөгенбай Батыр д. 7
3163,пр. Бөгенбай Батыр д. 7К
3164,пр. Бөгенбай Батыр д. 7/1
3165,пр. Бөгенбай Батыр д. 18А
3166,пр. Бөгенбай Батыр д. 21
3167,пр. Бөгенбай Батыр д. 21А
3168,пр. Бөгенбай Батыр д. 23/1
3169,пр. Бөгенбай Батыр д. 24/1
3170,пр. Бөгенбай Батыр д. 24/2
3171,пр. Бөгенбай Батыр д. 28
3172,пр. Бөгенбай Батыр д. 30
3173,пр. Бөгенбай Батыр д. 31
3174,пр. Бөгенбай Батыр д. 32
3175,пр. Бөгенбай Батыр д. 32/1
3176,пр. Бөгенбай Батыр д. 33
3177,пр. Бөгенбай Батыр д. 34
3178,пр. Бөгенбай Батыр д. 35
3179,пр. Бөгенбай Батыр д. 36
3180,пр. Бөгенбай Батыр д. 36А
3181,пр. Бөгенбай Батыр д. 37
3182,пр. Бөгенбай Батыр д. 39
3183,пр. Бөгенбай Батыр д. 43/1
3184,пр. Бөгенбай Батыр д. 43/2
3185,пр. Бөгенбай Батыр д. 48
3186,пр. Бөгенбай Батыр д. 50
3187,пр. Бөгенбай Батыр д. 50/1
3188,пр. Бөгенбай Батыр д. 53
3189,пр. Бөгенбай Батыр д. 54
3190,пр. Бөгенбай Батыр д. 55
3191,пр. Бөгенбай Батыр д. 55/1
3192,пр. Бөгенбай Батыр д. 59
3193,пр. Бөгенбай Батыр д. 63
3194,пр. Жеңіс д. 1
3195,пр. Жеңіс д. 2
3196,пр. Жеңіс д. 3
3197,пр. Жеңіс д. 4
3198,пр. Жеңіс д. 5
3199,пр. Жеңіс д. 5/1
3200,пр. Жеңіс д. 6
3201,пр. Жеңіс д. 6/1
3202,пр. Жеңіс д. 6/2
3203,пр. Жеңіс д. 6/3
3204,пр. Жеңіс д. 7
3205,пр. Жеңіс д. 8
3206,пр. Жеңіс д. 8/1
3207,пр. Жеңіс д. 10
3208,пр. Жеңіс д. 14
3209,пр. Жеңіс д. 16
3210,пр. Жеңіс д. 17
3211,пр. Жеңіс д. 17А
3212,пр. Жеңіс д. 17Б
3213,пр. Жеңіс д. 17В
3214,пр. Жеңіс д. 18
3215,пр. Жеңіс зд. 18А
3216,пр. Жеңіс д. 18/1
3217,пр. Жеңіс д. 19
3218,пр. Жеңіс д. 20
3219,пр. Жеңіс д. 21
3220,пр. Жеңіс д. 23
3221,пр. Жеңіс д. 24
3222,пр. Жеңіс д. 24/1
3223,пр. Жеңіс д. 25
3224,пр. Жеңіс д. 26А
3225,пр. Жеңіс д. 27/1
3226,пр. Жеңіс д. 28
3227,пр. Жеңіс д. 28/1
3228,пр. Жеңіс д. 31
3229,пр. Жеңіс д. 34
3230,пр. Жеңіс д. 36
3231,пр. Жеңіс д. 37
3232,пр. Жеңіс д. 37/1
3233,пр. Жеңіс д. 39
3234,пр. Жеңіс д. 41
3235,пр. Жеңіс д. 43/1
3236,пр. Жеңіс д. 43/2
3237,пр. Жеңіс д. 43/3
3238,пр. Жеңіс д. 43/4
3239,пр. Жеңіс д. 45
3240,пр. Жеңіс д. 45/1
3241,пр. Жеңіс д. 45/2
3242,пр. Жеңіс д. 45/3
3243,пр. Жеңіс д. 49
3244,пр. Жеңіс д. 49/1
3245,пр. Жеңіс д. 50
3246,пр. Жеңіс д. 51/1
3247,пр. Жеңіс д. 51/2
3248,пр. Жеңіс д. 51/3
3249,пр. Жеңіс д. 51/4
3250,пр. Жеңіс д. 52
3251,пр. Жеңіс д. 54
3252,пр. Жеңіс д. 55
3253,пр. Жеңіс д. 56
3254,пр. Жеңіс д. 57
3255,пр. Жеңіс д. 59
3256,пр. Жеңіс д. 61
3257,пр. Жеңіс д. 63
3258,пр. Жеңіс д. 65
3259,пр. Жеңіс д. 66
3260,пр. Жеңіс д. 67
3261,пр. Жеңіс д. 69
3262,пр. Жеңіс д. 70
3263,пр. Жеңіс д. 71
3264,пр. Жеңіс д. 71/2
3265,пр. Жеңіс д. 72
3266,пр. Жеңіс д. 73
3267,пр. Жеңіс д. 75
3268,пр. Жеңіс д. 75/1
3269,пр. Жеңіс д. 75/2
3270,пр. Жеңіс д. 77
3271,пр. Жеңіс д. 79/1
3272,пр. Нұрғиса Тілендиев д. 1/2
3273,пр. Нұрғиса Тілендиев зд. 2
3274,пр. Нұрғиса Тілендиев ст-е 6/3
3275,пр. Нұрғиса Тілендиев д. 15/1
3276,пр. Нұрғиса Тілендиев д. 15/2
3277,пр. Нұрғиса Тілендиев д. 15/3
3278,пр. Нұрғиса Тілендиев д. 15/4
3279,пр. Нұрғиса Тілендиев д. 16/1
3280,пр. Нұрғиса Тілендиев д. 36
3281,пр. Нұрғиса Тілендиев д. 38
3282,пр. Нұрғиса Тілендиев д. 40
3283,пр. Нұрғиса Тілендиев д. 42
3284,пр. Нұрғиса Тілендиев д. 44
3285,пр. Нұрғиса Тілендиев д. 44А
3286,пр. Нұрғиса Тілендиев д. 44/1
3287,пр. Нұрғиса Тілендиев д. 44/2
3288,пр. Нұрғиса Тілендиев д. 46
3289,пр. Нұрғиса Тілендиев д. 48
3290,пр. Нұрғиса Тілендиев д. 50
3291,пр. Нұрғиса Тілендиев д. 50/1
3292,пр. Нұрғиса Тілендиев д. 50/2
3293,пр. Нұрғиса Тілендиев д. 52/2
3294,пр. Республика д. 1
3295,пр. Республика д. 1/1
3296,пр. Республика д. 3
3297,пр. Республика д. 3/1
3298,пр. Республика д. 3/2
3299,пр. Республика д. 5
3300,пр. Республика д. 5/1
3301,пр. Республика д. 5/2
3302,пр. Республика д. 7
3303,пр. Республика д. 7/1
3304,пр. Республика д. 7/2
3305,пр. Республика д. 9
3306,пр. Республика д. 9/1
3307,пр. Республика д. 9/2
3308,пр. Республика д. 11
3309,пр. Республика д. 11/1
3310,пр. Республика д. 13
3311,пр. Республика д. 21
3312,пр. Республика д. 23
3313,пр. Республика д. 23/1
3314,пр. Республика д. 25
3315,пр. Республика д. 27
3316,пр. Республика д. 29
3317,пр. Республика д. 37
3318,пр. Республика д. 39
3319,пр. Республика д. 41/1
3320,пр. Республика д. 43А
3321,пр. Республика д. 46
3322,пр. Республика д. 47
3323,пр. Республика д. 48
3324,пр. Республика д. 48/1
3325,пр. Республика д. 49
3326,пр. Республика д. 55
3327,пр. Республика д. 57
3328,пр. Республика д. 59
3329,пр. Республика д. 61
3330,пр. Республика д. 71
3331,пр. Республика д. 71/1
3332,пр. Республика д. 72
3333,пр. Республика д. 74
3334,пр. Республика д. 76
3335,пр. Республика д. 76/1
3336,пр. Республика д. 77
3337,пр. Республика д. 78
3338,пр. Республика д. 79
3339,пр. Республика д. 81
3340,пр. Сарыарқа д. 1А
3341,пр. Сарыарқа д. 1Б
3342,пр. Сарыарқа д. 2
3343,пр. Сарыарқа д. 3
3344,пр. Сарыарқа д. 5
3345,пр. Сарыарқа д. 5/1
3346,пр. Сарыарқа д. 8/1
3347,пр. Сарыарқа д. 11
3348,пр. Сарыарқа зд. 13
3349,пр. Сарыарқа д. 14
3350,пр. Сарыарқа д. 15
3351,пр. Сарыарқа д. 16
3352,пр. Сарыарқа д. 17
3353,пр. Сарыарқа д. 19
3354,пр. Сарыарқа д. 22/1
3355,пр. Сарыарқа д. 24
3356,пр. Сарыарқа д. 26/1
3357,пр. Сарыарқа д. 28
3358,пр. Сарыарқа д. 29
3359,пр. Сарыарқа д. 29/1
3360,пр. Сарыарқа д. 31
3361,пр. Сарыарқа д. 31/2
3362,пр. Сарыарқа д. 32
3363,пр. Сарыарқа д. 35
3364,пр. Сарыарқа д. 35/1
3365,пр. Сарыарқа д. 35/2
3366,пр. Сарыарқа д. 35/3
3367,пр. Сарыарқа д. 36/1
3368,пр. Сарыарқа д. 38
3369,пр. Сарыарқа д. 39
3370,пр. Сарыарқа д. 41
3371,пр. Сарыарқа д. 42
3372,пр. Сарыарқа д. 43
3373,пр. Сарыарқа д. 46
3374,пр. Сарыарқа д. 48
3375,пр. Сарыарқа д. 48/2
3376,пр. Сарыарқа д. 50
3377,пр. Сарыарқа д. 65/4
3378,туп. Сеченова д. 8
3379,ул. Агыбай батыра д. 1
3380,ул. Агыбай батыра д. 2
3381,ул. Агыбай батыра д. 2/1
3382,ул. Агыбай батыра д. 3
3383,ул. Агыбай батыра д. 4
3384,ул. Агыбай батыра д. 5
3385,ул. Агыбай батыра д. 8/3
3386,ул. Азербайжан Мамбетов д. 2
3387,ул. Азербайжан Мамбетов д. 2/1
3388,ул. Азербайжан Мамбетов д. 4
3389,ул. Азербайжан Мамбетов д. 5
3390,ул. Азербайжан Мамбетов д. 5/1
3391,ул. Азербайжан Мамбетов д. 6
3392,ул. Азербайжан Мамбетов д. 8
3393,ул. Азербайжан Мамбетов д. 8/1
3394,ул. Азербайжан Мамбетов д. 8/2
3395,ул. Азербайжан Мамбетов д. 8/3
3396,ул. Азербайжан Мамбетов д. 10
3397,ул. Азербайжан Мамбетов д. 12
3398,ул. Азербайжан Мамбетов д. 16
3399,ул. Азербайжан Мамбетов д. 20
3400,ул. Азербайжан Мамбетов д. 30
3401,ул. Ақан Сері д. 16
3402,ул. Ақан Сері д. 18
3403,ул. Ақан Сері д. 24
3404,ул. Ақан Сері д. 24/1
3405,ул. Ақан Сері д. 40
3406,ул. Ақан Сері д. 59/1
3407,ул. Ақбұғы д. 1
3408,ул. Ақбұғы д. 3
3409,ул. Ақбұғы д. 4
3410,ул. Ақбұғы д. 5
3411,ул. Ақбұғы д. 5/1
3412,ул. Ақбұғы д. 6
3413,ул. Ақбұғы д. 8
3414,ул. Ақбұғы д. 8/1
3415,ул. Александра Затаевича д. 7
3416,ул. Александра Затаевича д. 8/1
3417,ул. Александра Затаевича д. 10
3418,ул. Александра Затаевича д. 11
3419,ул. Александра Затаевича зд. 12
3420,ул. Александра Затаевича д. 16
3421,ул. Алтынемел д. 1
3422,ул. Алтынемел д. 3
3423,ул. Алтынемел д. 5
3424,ул. Алтынемел д. 7
3425,ул. Алтынемел д. 8
3426,ул. Амангелді Иманов д. 1
3427,ул. Амангелді Иманов д. 2
3428,ул. Амангелді Иманов д. 4
3429,ул. Аспара д. 1
3430,ул. Аспара д. 2Б
3431,ул. Аспара д. 2/1
3432,ул. Атбасар д. 1
3433,ул. Бейбарыс сұлтан д. 5
3434,ул. Бейбарыс сұлтан д. 6
3435,ул. Бейбарыс сұлтан д. 6/1
3436,ул. Бейбарыс сұлтан д. 6/2
3437,ул. Бейбарыс сұлтан д. 6/3
3438,ул. Бейбарыс сұлтан д. 7
3439,ул. Бейбарыс сұлтан д. 9
3440,ул. Бейбарыс сұлтан д. 11
3441,ул. Бейбарыс сұлтан д. 12/1
3442,ул. Бейбарыс сұлтан д. 12/2
3443,ул. Бейбарыс сұлтан д. 12/3
3444,ул. Бейбарыс сұлтан д. 13
3445,ул. Бейбарыс сұлтан д. 23
3446,ул. Бейбарыс сұлтан д. 25
3447,ул. Бейбарыс сұлтан д. 25А
3448,ул. Бейбарыс сұлтан д. 25/1
3449,ул. Бейбарыс сұлтан д. 25/2
3450,ул. Бейбарыс сұлтан д. 25/3
3451,ул. Бейбарыс сұлтан д. 25/4
3452,ул. Бейбарыс сұлтан д. 27
3453,ул. Бейбітшілік д. 1
3454,ул. Бейбітшілік д. 3
3455,ул. Бейбітшілік д. 5
3456,ул. Бейбітшілік зд. 14
3457,ул. Бейбітшілік д. 18Б
3458,ул. Бейбітшілік д. 20
3459,ул. Бейбітшілік д. 20А
3460,ул. Бейбітшілік д. 23
3461,ул. Бейбітшілік д. 24
3462,ул. Бейбітшілік д. 26
3463,ул. Бейбітшілік д. 27
3464,ул. Бейбітшілік д. 28
3465,ул. Бейбітшілік д. 29
3466,ул. Бейбітшілік д. 30
3467,ул. Бейбітшілік д. 31
3468,ул. Бейбітшілік д. 32
3469,ул. Бейбітшілік д. 33
3470,ул. Бейбітшілік д. 34/1
3471,ул. Бейбітшілік д. 35
3472,ул. Бейбітшілік д. 36
3473,ул. Бейбітшілік д. 40
3474,ул. Бейбітшілік д. 42
3475,ул. Бейбітшілік д. 42А
3476,ул. Бейбітшілік д. 44
3477,ул. Бейбітшілік д. 44А
3478,ул. Бейбітшілік д. 45
3479,ул. Бейбітшілік д. 47
3480,ул. Бейбітшілік д. 48
3481,ул. Бейбітшілік д. 49/1
3482,ул. Бейбітшілік д. 50
3483,ул. Бейбітшілік д. 52
3484,ул. Бейбітшілік д. 54
3485,ул. Бейбітшілік д. 55
3486,ул. Бейбітшілік д. 56
3487,ул. Бейбітшілік д. 58
3488,ул. Бейбітшілік д. 60
3489,ул. Бейбітшілік д. 61
3490,ул. Бейбітшілік д. 62
3491,ул. Бейбітшілік д. 62А
3492,ул. Бейбітшілік д. 63
3493,ул. Бейбітшілік д. 64
3494,ул. Бейбітшілік д. 64А
3495,ул. Бейбітшілік д. 65
3496,ул. Бейбітшілік д. 67
3497,ул. Бейбітшілік д. 69
3498,ул. Бейбітшілік д. 71
3499,ул. Бейбітшілік д. 75
3500,ул. Бейбітшілік д. 77
3501,ул. Бейбітшілік д. 77А
3502,ул. Бейбітшілік д. 79
3503,ул. Бердібек Соқпақбаев д. 3
3504,ул. Бердібек Соқпақбаев д. 4
3505,ул. Бердібек Соқпақбаев д. 5
3506,ул. Бердібек Соқпақбаев д. 6
3507,ул. Бердібек Соқпақбаев д. 10
3508,ул. Бердібек Соқпақбаев д. 14
3509,ул. Бердібек Соқпақбаев д. 14/1
3510,ул. Бердібек Соқпақбаев д. 14/2
3511,ул. Бердібек Соқпақбаев д. 14/3
3512,ул. Бердібек Соқпақбаев д. 14/4
3513,ул. Бердібек Соқпақбаев д. 16
3514,ул. Бердібек Соқпақбаев д. 16/1
3515,ул. Бердібек Соқпақбаев д. 16/2
3516,ул. Бердібек Соқпақбаев д. 16/3
3517,ул. Бердібек Соқпақбаев д. 16/4
3518,ул. Бердібек Соқпақбаев д. 18
3519,ул. Бердібек Соқпақбаев д. 18/1
3520,ул. Бердібек Соқпақбаев д. 18/2
3521,ул. Бердібек Соқпақбаев д. 18/3
3522,ул. Бердібек Соқпақбаев д. 20
3523,ул. Бердібек Соқпақбаев д. 20/1
3524,ул. Бердібек Соқпақбаев д. 20/2
3525,ул. Бердібек Соқпақбаев д. 20/3
3526,ул. Бердібек Соқпақбаев д. 20/4
3527,ул. Бердібек Соқпақбаев д. 20/5
3528,ул. Бердібек Соқпақбаев д. 21
3529,ул. Бердібек Соқпақбаев д. 21/1
3530,ул. Бердібек Соқпақбаев д. 23
3531,ул. Бердібек Соқпақбаев д. 23/1
3532,ул. Бердібек Соқпақбаев д. 23/2
3533,ул. Бердібек Соқпақбаев д. 23/3
3534,ул. Бердібек Соқпақбаев д. 25
3535,ул. Бердібек Соқпақбаев д. 25/1
3536,ул. Бердібек Соқпақбаев д. 25/2
3537,ул. Бердібек Соқпақбаев д. 27
3538,ул. Бердібек Соқпақбаев д. 27/1
3539,ул. Биржан Сал д. 1
3540,ул. Биржан Сал д. 1/1
3541,ул. Биржан Сал д. 2
3542,ул. Биржан Сал д. 2/1
3543,ул. Биржан Сал д. 3
3544,ул. Биржан Сал д. 3/1
3545,ул. Биржан Сал д. 3/2
3546,ул. Биржан Сал д. 6
3547,ул. Биржан Сал д. 8
3548,ул. Бозбиік д. 1/1
3549,ул. Боталы д. 26
3550,ул. Боталы д. 26/1
3551,ул. Боталы д. 26/2
3552,ул. Боталы д. 26/3
3553,ул. Боталы д. 26/4
3554,ул. Бұқарбай батыр д. 21
3555,ул. Бұқарбай батыр д. 24
3556,ул. Бұқарбай батыр д. 25
3557,ул. Бұланты д. 4
3558,ул. Василий Радлов д. 26/1
3559,ул. Герцена д. 2А
3560,ул. Герцена д. 82
3561,ул. Гете д. 1
3562,ул. Гете д. 3
3563,ул. Гете д. 4
3564,ул. Гете д. 4А
3565,ул. Гете д. 8
3566,ул. Гете д. 10
3567,ул. Гете д. 22/1
3568,ул. Григорий Потанин д. 2
3569,ул. Григорий Потанин д. 3
3570,ул. Григорий Потанин д. 3/2
3571,ул. Григорий Потанин д. 3/11
3572,ул. Григорий Потанин д. 4
3573,ул. Григорий Потанин д. 4/1
3574,ул. Григорий Потанин д. 4/2
3575,ул. Григорий Потанин д. 6
3576,ул. Григорий Потанин д. 6/1
3577,ул. Григорий Потанин д. 7/3
3578,ул. Григорий Потанин д. 8
3579,ул. Григорий Потанин д. 10
3580,ул. Григорий Потанин д. 12
3581,ул. Григорий Потанин д. 12/1
3582,ул. Григорий Потанин д. 12/2
3583,ул. Григорий Потанин д. 13
3584,ул. Григорий Потанин д. 14/1
3585,ул. Григорий Потанин д. 15
3586,ул. Григорий Потанин д. 16
3587,ул. Григорий Потанин д. 18
3588,ул. Григорий Потанин д. 20
3589,ул. Дәулеткерей д. 8
3590,ул. Дәулеткерей д. 10
3591,ул. Әбубәкір Диваев д. 28
3592,ул. Әлия Молдағұлова д. 8/1
3593,ул. Әлия Молдағұлова д. 17
3594,ул. Әлия Молдағұлова д. 18/2
3595,ул. Әлия Молдағұлова д. 18/3
3596,ул. Әлия Молдағұлова д. 20
3597,ул. Әлия Молдағұлова д. 22/1
3598,ул. Әлия Молдағұлова д. 23
3599,ул. Әлия Молдағұлова д. 24
3600,ул. Әлия Молдағұлова д. 24/1
3601,ул. Әлия Молдағұлова д. 27А
3602,ул. Әлия Молдағұлова зд. 29
3603,ул. Әлия Молдағұлова д. 30
3604,ул. Әлия Молдағұлова д. 32
3605,ул. Әлия Молдағұлова д. 33
3606,ул. Әлия Молдағұлова д. 34
3607,ул. Әлия Молдағұлова д. 36
3608,ул. Әлия Молдағұлова д. 37
3609,ул. Әлия Молдағұлова д. 37/1
3610,ул. Әлия Молдағұлова д. 39
3611,ул. Әліби Жангелдин д. 1А
3612,ул. Әліби Жангелдин д. 3
3613,ул. Әліби Жангелдин д. 4
3614,ул. Әліби Жангелдин д. 6
3615,ул. Әліби Жангелдин д. 7
3616,ул. Әліби Жангелдин д. 8/1
3617,ул. Әліби Жангелдин д. 10
3618,ул. Әліби Жангелдин д. 11
3619,ул. Әліби Жангелдин д. 12
3620,ул. Әліби Жангелдин д. 16
3621,ул. Әліби Жангелдин д. 20
3622,ул. Әліби Жангелдин д. 22
3623,ул. Әліби Жангелдин д. 26
3624,ул. Әліби Жангелдин д. 32
3625,ул. Ермек Серкебаев д. 19/1
3626,ул. Ермек Серкебаев д. 21
3627,ул. Ермек Серкебаев д. 21А
3628,ул. Ермек Серкебаев д. 25
3629,ул. Ермек Серкебаев д. 31
3630,ул. Ермек Серкебаев д. 33
3631,ул. Ермек Серкебаев д. 33/1
3632,ул. Ермек Серкебаев д. 33/2
3633,ул. Ермек Серкебаев д. 33/3
3634,ул. Ермек Серкебаев д. 33/4
3635,ул. Ермек Серкебаев д. 41
3636,ул. Ермек Серкебаев д. 43
3637,ул. Ермек Серкебаев д. 45
3638,ул. Ермек Серкебаев д. 47
3639,ул. Жамбыл д. 8
3640,ул. Жамбыл д. 10
3641,ул. Жамбыл д. 15А
3642,ул. Жамбыл д. 71
3643,ул. Жамбыл д. 79
3644,ул. Желтоксан д. 1
3645,ул. Желтоксан д. 2
3646,ул. Желтоксан д. 2/1
3647,ул. Желтоксан д. 2/2
3648,ул. Желтоксан д. 2/3
3649,ул. Желтоксан д. 3
3650,ул. Желтоксан д. 3/1
3651,ул. Желтоксан д. 6
3652,ул. Желтоксан д. 7
3653,ул. Желтоксан д. 8
3654,ул. Желтоксан д. 12
3655,ул. Желтоксан д. 12А
3656,ул. Желтоксан д. 14
3657,ул. Желтоксан д. 15
3658,ул. Желтоксан д. 16
3659,ул. Желтоксан д. 17
3660,ул. Желтоксан д. 18
3661,ул. Желтоксан д. 20/1
3662,ул. Желтоксан д. 22/1
3663,ул. Желтоксан д. 22/2
3664,ул. Желтоксан д. 23
3665,ул. Желтоксан д. 24/1
3666,ул. Желтоксан д. 26
3667,ул. Желтоксан д. 27
3668,ул. Желтоксан д. 27/1
3669,ул. Желтоксан д. 28
3670,ул. Желтоксан д. 29
3671,ул. Желтоксан д. 30
3672,ул. Желтоксан д. 30/1
3673,ул. Желтоксан д. 30/2
3674,ул. Желтоксан д. 32
3675,ул. Желтоксан д. 32/1
3676,ул. Желтоксан д. 32/2
3677,ул. Желтоксан д. 32/3
3678,ул. Желтоксан д. 32/4
3679,ул. Желтоксан д. 33
3680,ул. Желтоксан д. 35
3681,ул. Желтоксан д. 37
3682,ул. Желтоксан д. 37/1
3683,ул. Желтоксан д. 38/1
3684,ул. Желтоксан д. 40
3685,ул. Желтоксан д. 47
3686,ул. Желтоксан д. 48/1
3687,ул. Желтоксан д. 49
3688,ул. Ж.Омарова д. 47А
3689,ул. Ж.Омарова д. 53
3690,ул. Ж.Омарова д. 64
3691,ул. Иманжусипа Кутпанова д. 1
3692,ул. Иманжусипа Кутпанова д. 3
3693,ул. Иманжусипа Кутпанова д. 3/1
3694,ул. Иманжусипа Кутпанова д. 4
3695,ул. Иманжусипа Кутпанова д. 5
3696,ул. Иманжусипа Кутпанова сооруж. 6А
3697,ул. Иманжусипа Кутпанова д. 7
3698,ул. Иманжусипа Кутпанова сооруж. 7А
3699,ул. Иманжусипа Кутпанова сооруж. 12А
3700,ул. Иманжусипа Кутпанова д. 18
3701,ул. Иманжусипа Кутпанова сооруж. 19А
3702,ул. Иманжусипа Кутпанова ст-е 19/1
