,text
8202,мкр. Кокмайса д. 16
8203,мкр. Кокмайса д. 17
8204,мкр. Кокмайса д. 18
8205,мкр. Кокмайса д. 19
8206,мкр. Кокмайса д. 20
8207,мкр. Кокмайса д. 21
8208,мкр. Кокмайса д. 21А
8209,мкр. Кокмайса д. 22
8210,мкр. Кокмайса д. 23
8211,мкр. Кокмайса д. 24
8212,мкр. Кокмайса д. 25
8213,мкр. Кокмайса д. 26
8214,мкр. Кокмайса д. 27
8215,мкр. Кокмайса д. 28
8216,мкр. Кокмайса д. 29
8217,мкр. Кокмайса д. 30
8218,мкр. Кокмайса д. 31
8219,мкр. Кокмайса д. 32
8220,мкр. Кокмайса д. 33
8221,мкр. Кокмайса д. 34
8222,мкр. Кокмайса д. 36
8223,мкр. Кокмайса д. 36/2
8224,мкр. Кокмайса д. 37
8225,мкр. Кокмайса д. 38
8226,пр. Абылай хана д. 123/61
8227,пр. Абылай хана д. 127
8228,пр. Абылай хана д. 145
8229,пр. Абылай хана д. 147
8230,пр. Гагарина д. 8
8231,пр. Гагарина д. 10
8232,пр. Гагарина д. 12
8233,пр. Гагарина д. 31
8234,пр. Гагарина д. 33
8235,пр. Гагарина д. 35
8236,пр. Гагарина д. 41
8237,пр. Гагарина д. 66Б
8238,пр. Гагарина д. 100
8239,пр. Жибек жолы д. 81
8240,пр. Жибек жолы д. 104
8241,пр. Жибек жолы д. 106
8242,пр. Жибек жолы д. 110
8243,пр. Жибек жолы д. 124
8244,пр. Жибек жолы д. 125
8245,пр. Жибек жолы д. 126А
8246,пр. Жибек жолы д. 149/3
8247,пр. Жибек жолы д. 151
8248,пр. Жибек жолы д. 153/8
8249,пр. Жибек жолы д. 180
8250,пр. Жибек жолы д. 186
8251,пр. Жибек жолы д. 192
8252,пр. Нўрсўлтан Назарбаев д. 25
8253,пр. Нўрсўлтан Назарбаев д. 43
8254,пр. Нўрсўлтан Назарбаев д. 45
8255,пр. Нўрсўлтан Назарбаев д. 47/26
8256,пр. Нўрсўлтан Назарбаев д. 51
8257,пр. Нўрсўлтан Назарбаев д. 53
8258,пр. Нўрсўлтан Назарбаев д. 55
8259,пр. Нўрсўлтан Назарбаев д. 57
8260,пр. Нўрсўлтан Назарбаев д. 77
8261,пр. Нўрсўлтан Назарбаев д. 91/97
8262,пр. Нўрсўлтан Назарбаев д. 111/48
8263,пр. Нўрсўлтан Назарбаев д. 113/55
8264,пр. Нўрсўлтан Назарбаев д. 117/62
8265,пр. Нўрсўлтан Назарбаев д. 119
8266,пр. Нўрсўлтан Назарбаев д. 119/1
8267,пр. Нўрсўлтан Назарбаев д. 149
8268,пр. Нўрсўлтан Назарбаев д. 161
8269,пр. Нўрсўлтан Назарбаев д. 163
8270,пр. Нўрсўлтан Назарбаев д. 165
8271,пр. Нўрсўлтан Назарбаев д. 177
8272,пр. Райымбека д. 120
8273,пр. Райымбека д. 136/30
8274,пр. Райымбека д. 150
8275,пр. Райымбека д. 158
8276,пр. Райымбека д. 172
8277,пр. Райымбека д. 172А
8278,пр. Райымбека д. 172Б
8279,пр. Райымбека д. 174
8280,пр. Райымбека д. 174Б
8281,пр. Райымбека д. 174В
8282,пр. Райымбека д. 174Г
8283,пр. Райымбека д. 206А
8284,пр. Райымбека д. 206Б
8285,пр. Райымбека д. 206В
8286,пр. Райымбека д. 206Г
8287,пр. Райымбека д. 206К
8288,пр. Райымбека д. 206/7
8289,пр. Райымбека д. 206/12
8290,пр. Райымбека д. 206/15
8291,пр. Райымбека д. 208
8292,пр. Райымбека д. 314Б
8293,пр. Сейфуллина д. 412
8294,пр. Сейфуллина д. 420
8295,пр. Сейфуллина д. 422
8296,пр. Сейфуллина д. 450
8297,пр. Сейфуллина д. 452
8298,пр. Сейфуллина д. 452/1
8299,пр. Сейфуллина д. 452/2
8300,пр. Сейфуллина д. 452/3
8301,пр. Сейфуллина д. 464
8302,пр. Сейфуллина д. 466
8303,пр. Сейфуллина д. 467А
8304,пр. Сейфуллина д. 467Б
8305,пр. Сейфуллина д. 468
8306,пр. Сейфуллина д. 469
8307,пр. Сейфуллина д. 470
8308,пр. Сейфуллина д. 472
8309,пр. Сейфуллина д. 473
8310,пр. Сейфуллина д. 473В
8311,пр. Сейфуллина д. 473Д
8312,пр. Сейфуллина д. 473Е
8313,пр. Сейфуллина д. 497
8314,пр. Сейфуллина д. 498
8315,пр. Сейфуллина д. 499
8316,пр. Сейфуллина д. 500/79
8317,пр. Сейфуллина д. 502/72
8318,пр. Сейфуллина д. 504
8319,пр. Сейфуллина д. 510
8320,пр. Сейфуллина д. 510А
8321,пр. Сейфуллина д. 512
8322,пр. Сейфуллина д. 514
8323,пр. Сейфуллина д. 518
8324,пр. Сейфуллина д. 520
8325,пр. Сейфуллина д. 522
8326,пр. Сейфуллина д. 524/98
8327,пр. Сейфуллина д. 525
8328,пр. Сейфуллина д. 534/92
8329,пр. Сейфуллина д. 536
8330,пр. Сейфуллина д. 537
8331,пр. Сейфуллина д. 541
8332,пр. Сейфуллина д. 553
8333,пр. Сейфуллина д. 565
8334,пр. Сейфуллина д. 567/93
8335,пр. Сейфуллина д. 575
8336,пр. Сейфуллина д. 577
8337,пр. Сейфуллина д. 577/89
8338,пр. Сейфуллина д. 589А
8339,ул. Айманова д. 3
8340,ул. Айманова д. 33
8341,ул. Айманова д. 65
8342,ул. Айманова д. 68
8343,ул. Айманова д. 70
8344,ул. Айманова д. 85
8345,ул. Айманова д. 101
8346,ул. Айманова д. 103
8347,ул. Айтеке би д. 63/92
8348,ул. Айтеке би д. 81
8349,ул. Айтеке би д. 83
8350,ул. Айтеке би д. 83Б
8351,ул. Айтеке би д. 88
8352,ул. Айтеке би д. 89/47
8353,ул. Айтеке би д. 91
8354,ул. Айтеке би д. 98
8355,ул. Айтеке би д. 100
8356,ул. Айтеке би д. 114
8357,ул. Айтеке би д. 121А
8358,ул. Айтеке би д. 123/1
8359,ул. Айтеке би д. 123/24
8360,ул. Айтеке би д. 129
8361,ул. Акан серi д. 157В
8362,ул. Акан серi д. 157Г
8363,ул. Акан серi д. 159
8364,ул. Акан серi д. 159А
8365,ул. Акан серi д. 159Б
8366,ул. Акан серi д. 159В
8367,ул. Акан серi д. 161
8368,ул. Акан серi д. 161А
8369,ул. Акан серi д. 161Б
8370,ул. Акан серi д. 163
8371,ул. Акан серi д. 165
8372,ул. Акынов д. 1/1
8373,ул. Акынов д. 3
8374,ул. Акынов д. 7А
8375,ул. Акынов д. 9
8376,ул. Акынов д. 9/13
8377,ул. Акынов д. 11
8378,ул. Акынов д. 11А
8379,ул. Акынов д. 11/16
8380,ул. Акынов д. 13
8381,ул. Акынов д. 13/5
8382,ул. Акынов д. 13/13
8383,ул. Акынов д. 14/7
8384,ул. Акынов д. 26А
8385,ул. Акынов д. 30
8386,ул. Акынов д. 30А
8387,ул. Акынов д. 30/14
8388,ул. Акынов д. 32
8389,ул. Акынов д. 32/11
8390,ул. Аральская д. 7
8391,ул. Аральская д. 9
8392,ул. Арктическая д. 64
8393,ул. Арктическая д. 107
8394,ул. Артиллерийская д. 34
8395,ул. Байрона д. 68А
8396,ул. Баканасская д. 11/15
8397,ул. Бейсебаева д. 4
8398,ул. Бейсебаева д. 5
8399,ул. Бейсебаева д. 6
8400,ул. Бекмаханова д. 2/1
8401,ул. Бекмаханова д. 2/2
8402,ул. Бекмаханова д. 2/3
8403,ул. Бекмаханова д. 2/4
8404,ул. Бекмаханова д. 2/6
8405,ул. Бекмаханова д. 2/7
8406,ул. Бекмаханова д. 75
8407,ул. Бекмаханова д. 77
8408,ул. Бекмаханова д. 79
8409,ул. Бекмаханова д. 98Б
8410,ул. Белградская д. 3/26
8411,ул. Белградская д. 4
8412,ул. Белградская д. 5
8413,ул. Белградская д. 6
8414,ул. Белградская д. 7
8415,ул. Белградская д. 8/24
8416,ул. Белградская д. 9
8417,ул. Белградская д. 9А
8418,ул. Белградская д. 11
8419,ул. Белградская д. 14
8420,ул. Белградская д. 16/43
8421,ул. Белградская д. 45/13
8422,ул. Беринга В д. 11
8423,ул. Беринга В д. 44
8424,ул. Беринга В д. 46
8425,ул. Бехтерева д. 3
8426,ул. Бехтерева д. 8
8427,ул. Бехтерева д. 53
8428,ул. Бехтерева д. 53А
8429,ул. Бехтерева д. 55А
8430,ул. Бехтерева д. 55Б
8431,ул. Бехтерева д. 57
8432,ул. Бехтерева д. 57А
8433,ул. Бехтерева д. 59А
8434,ул. Бехтерева д. 59Б
8435,ул. Бехтерева д. 65А
8436,ул. Бехтерева д. 65Б
8437,ул. Бехтерева д. 67А
8438,ул. Бехтерева д. 67Б
8439,ул. Бехтерева д. 67В
8440,ул. Бехтерева д. 90/22
8441,ул. Бехтерева д. 108
8442,ул. Буденного д. 27А
8443,ул. Булавина д. 24
8444,ул. Бурундайская д. 28В
8445,ул. Бухтарминская д. 3
8446,ул. Бухтарминская д. 3/1
8447,ул. Василий Бартольд д. 1/2
8448,ул. Волочаевская д. 377А
8449,ул. Волочаевская д. 377Б
8450,ул. Волочаевская д. 377В
8451,ул. Волочаевская д. 377Г
8452,ул. Волочаевская д. 377Д
8453,ул. Ворошилова д. 2Б
8454,ул. Ганибет д. 27А
8455,ул. Ганибет д. 27Б
8456,ул. Гете д. 303/2
8457,ул. Гете д. 305
8458,ул. Гете д. 307
8459,ул. Гете д. 309
8460,ул. Гете д. 311
8461,ул. Гете д. 319
8462,ул. Гете д. 323
8463,ул. Глазунова д. 41А
8464,ул. Глазунова д. 41Г
8465,ул. Глазунова д. 43
8466,ул. Глазунова д. 43А
8467,ул. Глазунова д. 44
8468,ул. Глазунова д. 45
8469,ул. Глазунова д. 46
8470,ул. Глазунова д. 46А
8471,ул. Глазунова д. 47
8472,ул. Глазунова д. 47А
8473,ул. Глазунова д. 48
8474,ул. Глазунова д. 48А
8475,ул. Глазунова д. 49
8476,ул. Глазунова д. 49А
8477,ул. Глазунова д. 50
8478,ул. Глазунова д. 51
8479,ул. Глазунова д. 52
8480,ул. Глазунова д. 53
8481,ул. Глазунова д. 54
8482,ул. Глазунова д. 56
8483,ул. Гравийная д. 3
8484,ул. Гравийная д. 4
8485,ул. Гризодубовой В д. 10
8486,ул. Гризодубовой В д. 12
8487,ул. Дальняя д. 50
8488,ул. Дегдар д. 31
8489,ул. Дегдар д. 36
8490,ул. Довженко д. 11/24
8491,ул. Долана д. 2
8492,ул. Долана д. 2А
8493,ул. Долана д. 9
8494,ул. Достоевского д. 8
8495,ул. Достоевского д. 8/2
8496,ул. Толе би д. 182/2
8497,ул. Толе би д. 184
8498,ул. Толе би д. 186
8499,ул. Толе би д. 187
8500,ул. Толе би д. 188
8501,ул. Толе би д. 190
8502,ул. Толе би д. 192
8503,ул. Толе би д. 194
8504,ул. Толе би д. 196
8505,ул. Толе би д. 198
8506,ул. Толе би д. 200
8507,ул. Толе би д. 201
8508,ул. Толе би д. 202
8509,ул. Толе би д. 204
8510,ул. Толе би д. 206
8511,ул. Толе би д. 210
8512,ул. Толе би д. 212
8513,ул. Толе би д. 214
8514,ул. Толе би д. 218/96
8515,ул. Толе би д. 221
8516,ул. Толе би д. 224
8517,ул. Толе би д. 226А
8518,ул. Толе би д. 253
8519,ул. Толе би д. 255
8520,ул. Толе би д. 257/56
8521,ул. Толе би д. 261
8522,ул. Толе би д. 261А
8523,ул. Толе би д. 261Б
8524,ул. Толе би д. 263
8525,ул. Толе би д. 273А
8526,ул. Толе би д. 273Б
8527,ул. Толе би д. 273В
8528,ул. Толе би д. 273/4
8529,ул. Толе би д. 273/5
8530,ул. Толе би д. 273/6
8531,ул. Толе би д. 273/7
8532,ул. Толе би д. 273/8
8533,ул. Толе би д. 273/9
8534,ул. Толе би д. 273/10
8535,ул. Толе би д. 273/11
8536,ул. Толе би д. 278
8537,ул. Толе би д. 280
8538,ул. Толе би д. 282
8539,ул. Толе би д. 284
8540,ул. Толе би д. 286/1
8541,ул. Толе би д. 286/3
8542,ул. Толе би д. 286/5
8543,ул. Толе би д. 286/6
8544,ул. Толе би д. 286/8
8545,ул. Торекулова д. 66
8546,ул. Торекулова д. 69
8547,ул. Торекулова д. 71А
8548,ул. Торекулова д. 71Б
8549,ул. Торекулова д. 73А
8550,ул. Тургут Озала д. 24
8551,ул. Тургут Озала д. 26
8552,ул. Тургут Озала д. 28/9
8553,ул. Тургут Озала д. 47
8554,ул. Тургут Озала д. 49
8555,ул. Тургут Озала д. 51
8556,ул. Тургут Озала д. 53
8557,ул. Тургут Озала д. 55
8558,ул. Тургут Озала д. 57
8559,ул. Тургут Озала д. 59
8560,ул. Тургут Озала д. 61
8561,ул. Тургут Озала д. 63
8562,ул. Тургут Озала д. 65
8563,ул. Тургут Озала д. 67
8564,ул. Тургут Озала д. 67А
8565,ул. Тургут Озала д. 71
8566,ул. Тургут Озала д. 82
8567,ул. Тургут Озала д. 82А
8568,ул. Тургут Озала д. 84
8569,ул. Тургут Озала д. 84А
8570,ул. Тургут Озала д. 88
8571,ул. Тургут Озала д. 94
8572,ул. Тургут Озала д. 168/27
8573,ул. Туркебаева д. 24
8574,ул. Туркебаева д. 38
8575,ул. Туркебаева д. 42
8576,ул. Туркебаева д. 51
8577,ул. Туркебаева д. 53
8578,ул. Туркебаева д. 55
8579,ул. Туркебаева д. 57
8580,ул. Туркебаева д. 59А
8581,ул. Туркебаева д. 59/87
8582,ул. Туркебаева д. 61
8583,ул. Туркебаева д. 63
8584,ул. Туркебаева д. 96/20
8585,ул. Ударная д. 21
8586,ул. Ударная д. 21А
8587,ул. Умбетбаева д. 16
8588,ул. Умбетбаева д. 73
8589,ул. Умбетбаева д. 77
8590,ул. Чайковского д. 15
8591,ул. Чайковского д. 15А
8592,ул. Чайковского д. 21/1
8593,ул. Чайковского д. 21/52
8594,ул. Чайковского д. 22А
8595,ул. Чайковского д. 23/60
8596,ул. Чайковского д. 25
8597,ул. Чайковского д. 32
8598,ул. Чайковского д. 34
8599,ул. Чайковского д. 36
8600,ул. Чайковского д. 37
8601,ул. Чайковского д. 37/1
8602,ул. Чайковского д. 120/64
8603,ул. Чайковского д. 131
8604,ул. Чайковского д. 149
8605,ул. Чайковского д. 149А
8606,ул. Чайковского д. 149Б
8607,ул. Чайковского д. 174
8608,ул. Чайковского д. 178
8609,ул. Чайковского д. 190/82
8610,ул. Чайковского д. 192
8611,ул. Чайковского д. 198/69
8612,ул. Шагабутдинова д. 3
8613,ул. Шагабутдинова д. 4
8614,ул. Шагабутдинова д. 6
8615,ул. Шагабутдинова д. 8
8616,ул. Шагабутдинова д. 9А
8617,ул. Шагабутдинова д. 23
8618,ул. Шагабутдинова д. 30
8619,ул. Шагабутдинова д. 31
8620,ул. Шагабутдинова д. 45
8621,ул. Шагабутдинова д. 45У
8622,ул. Шагабутдинова д. 47
8623,ул. Шагабутдинова д. 47У
8624,ул. Шагабутдинова д. 52У
8625,ул. Шагабутдинова д. 52/60
8626,ул. Шагабутдинова д. 58
8627,ул. Шагабутдинова д. 58У
8628,ул. Шагабутдинова д. 59
8629,ул. Шагабутдинова д. 61/7
8630,ул. Шагабутдинова д. 61/63
8631,мкр. Казахфильм д. 19
8632,мкр. Казахфильм д. 19А
8633,мкр. Казахфильм д. 20
8634,мкр. Казахфильм д. 21
8635,мкр. Казахфильм д. 22
8636,мкр. Казахфильм д. 23
8637,мкр. Казахфильм д. 24
8638,мкр. Казахфильм д. 25
8639,мкр. Казахфильм д. 26
8640,мкр. Казахфильм д. 27
8641,мкр. Казахфильм д. 28
8642,мкр. Казахфильм д. 29
8643,мкр. Казахфильм д. 30
8644,мкр. Казахфильм д. 31
8645,мкр. Казахфильм д. 32
8646,мкр. Казахфильм д. 33
8647,мкр. Казахфильм д. 34А
8648,мкр. Казахфильм д. 35
8649,мкр. Казахфильм д. 35А
8650,мкр. Казахфильм д. 36
8651,мкр. Казахфильм д. 37
8652,мкр. Казахфильм д. 38
8653,мкр. Казахфильм д. 40
8654,мкр. Казахфильм д. 41
8655,мкр. Казахфильм д. 41А
8656,мкр. Казахфильм д. 42
8657,мкр. Казахфильм д. 42А
8658,мкр. Казахфильм д. 43
8659,мкр. Казахфильм д. 44
8660,мкр. Казахфильм д. 44Б
8661,мкр. Казахфильм д. 46
8662,мкр. Казахфильм д. 51
8663,мкр. Казахфильм д. 55
8664,мкр. Каргалы ул. 2 д. 7/1
8665,мкр. Каргалы ул. Абая д. 1
8666,мкр. Каргалы ул. Абая д. 14
8667,мкр. Каргалы ул. Абая д. 16
8668,мкр. Каргалы ул. Кенесары хан д. 31
8669,мкр. Каргалы ул. Кенесары хан д. 43
8670,мкр. Каргалы ул. Кенесары хан д. 45
8671,мкр. Каргалы ул. Кенесары хан д. 77
8672,мкр. Каргалы ул. Кенесары хан д. 83/1
8673,мкр. Каргалы ул. Кенесары хан д. 83/2
8674,мкр. Каргалы ул. Кенесары хан д. 83/3
8675,мкр. Каргалы ул. Кенесары хан д. 83/4
8676,мкр. Каргалы ул. Кенесары хан д. 83/5
8677,мкр. Каргалы ул. Кенесары хан д. 83/6
8678,мкр. Каргалы ул. Кенесары хан д. 117
8679,мкр. Каргалы ул. Кенесары хан д. 125
8680,мкр. Каргалы ул. Кенесары хан д. 127
8681,мкр. Керемет д. 1
8682,мкр. Керемет д. 3
8683,мкр. Керемет д. 5
8684,мкр. Керемет д. 6
8685,мкр. Керемет д. 7
8686,мкр. Коктем-1 д. 1
8687,мкр. Коктем-1 д. 1А
8688,мкр. Коктем-1 д. 2
8689,мкр. Коктем-1 д. 3
8690,мкр. Коктем-1 д. 4
8691,мкр. Коктем-1 д. 5
8692,мкр. Коктем-1 д. 6
8693,мкр. Коктем-1 д. 7
8694,мкр. Коктем-1 д. 8
8695,мкр. Коктем-1 д. 9
8696,мкр. Коктем-1 д. 10
8697,мкр. Коктем-1 д. 12
8698,мкр. Коктем-1 д. 13
8699,мкр. Коктем-1 д. 14
8700,мкр. Коктем-1 д. 15
8701,мкр. Коктем-1 д. 16
8702,мкр. Коктем-1 д. 17
8703,мкр. Коктем-1 д. 18
8704,мкр. Коктем-1 д. 19
8705,мкр. Коктем-1 д. 20
8706,мкр. Коктем-1 д. 21
8707,мкр. Коктем-1 д. 22
8708,мкр. Коктем-1 д. 23
8709,мкр. Коктем-1 д. 26
8710,мкр. Коктем-1 д. 27
8711,мкр. Коктем-1 д. 28
8712,мкр. Коктем-1 д. 29
8713,мкр. Коктем-1 д. 30
8714,мкр. Коктем-1 д. 41
8715,мкр. Коктем-1 д. 42
8716,мкр. Коктем-1 д. 43
8717,мкр. Коктем-1 д. 44
8718,мкр. Коктем-1 д. 44А
8719,мкр. Коктем-1 д. 45
8720,мкр. Коктем-1 д. 46
8721,мкр. Коктем-1 д. 46Б
8722,мкр. Коктем-1 д. 46/11
8723,мкр. Коктем-1 д. 47
8724,мкр. Коктем-1 д. 47Б
8725,мкр. Коктем-1 д. 50
8726,мкр. Коктем-1 д. 51
8727,мкр. Коктем-2 д. 1
8728,мкр. Коктем-2 д. 2
8729,мкр. Коктем-2 д. 3
8730,мкр. Коктем-2 д. 4
8731,мкр. Коктем-2 д. 5
8732,мкр. Коктем-2 д. 6
8733,мкр. Коктем-2 д. 7
8734,мкр. Коктем-2 д. 8
8735,мкр. Коктем-2 д. 9
8736,мкр. Коктем-2 д. 10
8737,мкр. Коктем-2 д. 11
8738,мкр. Коктем-2 д. 11А
8739,мкр. Коктем-2 д. 12
8740,мкр. Коктем-2 д. 13
8741,мкр. Коктем-2 д. 14
8742,мкр. Коктем-2 д. 15
8743,мкр. Коктем-2 д. 16
8744,мкр. Коктем-2 д. 17
8745,мкр. Коктем-2 д. 18
8746,мкр. Коктем-2 д. 19
8747,мкр. Коктем-2 д. 20
8748,мкр. Коктем-2 д. 21
8749,мкр. Коктем-3 д. 24 корпус 1
8750,мкр. Коктем-3 д. 1
8751,мкр. Коктем-3 д. 2
8752,мкр. Коктем-3 д. 2/3
8753,мкр. Коктем-3 д. 3
8754,мкр. Коктем-3 д. 4
8755,мкр. Коктем-3 д. 5
8756,мкр. Коктем-3 д. 6
8757,мкр. Коктем-3 д. 7
8758,мкр. Коктем-3 д. 8
8759,мкр. Коктем-3 д. 9
8760,мкр. Коктем-3 д. 10
8761,мкр. Коктем-3 д. 12
8762,мкр. Коктем-3 д. 13
8763,мкр. Коктем-3 д. 15
8764,мкр. Коктем-3 д. 16
8765,мкр. Коктем-3 д. 17
8766,пр. Нўрсўлтан Назарбаев д. 21/52
8767,пр. Нўрсўлтан Назарбаев д. 36
8768,пр. Нўрсўлтан Назарбаев д. 42
8769,пр. Нўрсўлтан Назарбаев д. 42А
8770,пр. Нўрсўлтан Назарбаев д. 42/44
8771,пр. Нўрсўлтан Назарбаев д. 44
8772,пр. Нўрсўлтан Назарбаев д. 46
8773,пр. Нўрсўлтан Назарбаев д. 47/26
8774,пр. Нўрсўлтан Назарбаев д. 48/69
8775,пр. Нўрсўлтан Назарбаев д. 76
8776,пр. Нўрсўлтан Назарбаев д. 80/50
8777,пр. Нўрсўлтан Назарбаев д. 91/97
8778,пр. Нўрсўлтан Назарбаев д. 100
8779,пр. Нўрсўлтан Назарбаев д. 112
8780,пр. Нўрсўлтан Назарбаев д. 116
8781,пр. Нўрсўлтан Назарбаев д. 118
8782,пр. Нўрсўлтан Назарбаев д. 118Б
8783,пр. Нўрсўлтан Назарбаев д. 119
8784,пр. Нўрсўлтан Назарбаев д. 120
8785,пр. Нўрсўлтан Назарбаев д. 124
8786,пр. Нўрсўлтан Назарбаев д. 126/81
8787,пр. Нўрсўлтан Назарбаев д. 128
8788,пр. Нўрсўлтан Назарбаев д. 130
8789,пр. Нўрсўлтан Назарбаев д. 148
8790,пр. Нўрсўлтан Назарбаев д. 152
8791,пр. Нўрсўлтан Назарбаев д. 172
8792,пр. Нўрсўлтан Назарбаев д. 174А
8793,пр. Нўрсўлтан Назарбаев д. 176
8794,пр. Нўрсўлтан Назарбаев д. 220/3
8795,пр. Нўрсўлтан Назарбаев д. 226/8
8796,пр. Нўрсўлтан Назарбаев д. 240
8797,пр. Нўрсўлтан Назарбаев д. 244
8798,пр. Нўрсўлтан Назарбаев д. 244А
8799,пр. Нўрсўлтан Назарбаев д. 246А
8800,пр. Нўрсўлтан Назарбаев д. 246Б
8801,пр. Нўрсўлтан Назарбаев д. 246/64
8802,пр. Нўрсўлтан Назарбаев д. 264
8803,пр. Нўрсўлтан Назарбаев д. 266
8804,пр. Нўрсўлтан Назарбаев д. 268
8805,пр. Нўрсўлтан Назарбаев д. 268Г
8806,пр. Нўрсўлтан Назарбаев д. 270
8807,пр. Нўрсўлтан Назарбаев д. 272
8808,пр. Нўрсўлтан Назарбаев д. 274
8809,пр. Нўрсўлтан Назарбаев д. 276
8810,пр. Нўрсўлтан Назарбаев д. 278
8811,пр. Нўрсўлтан Назарбаев д. 301
8812,пр. Нўрсўлтан Назарбаев д. 311
8813,пр. Нўрсўлтан Назарбаев д. 313
8814,пр. Райымбека д. 82/90
8815,пр. Райымбека д. 100
8816,тр-т Кульджинский д. 1
8817,тр-т Кульджинский д. 2А
8818,тр-т Кульджинский д. 2Г
8819,тр-т Кульджинский д. 16/1
8820,тр-т Кульджинский д. 16/3
8821,тр-т Кульджинский д. 16/6
8822,тр-т Кульджинский д. 16/7
8823,тр-т Кульджинский д. 16/8
8824,тр-т Кульджинский д. 16/11
8825,тр-т Кульджинский д. 16/13
8826,тр-т Кульджинский д. 16/15
8827,тр-т Кульджинский д. 16/17
8828,тр-т Кульджинский д. 16/19
8829,тр-т Кульджинский д. 16/20
8830,тр-т Кульджинский д. 16/22
8831,тр-т Кульджинский д. 16/23
8832,тр-т Кульджинский д. 16/24
8833,тр-т Кульджинский д. 16/29
8834,тр-т Кульджинский д. 16/30
8835,тр-т Кульджинский д. 16/32
8836,тр-т Кульджинский д. 16/33
8837,тр-т Кульджинский д. 16/35
8838,тр-т Кульджинский д. 16/37
8839,тр-т Кульджинский д. 16/38
8840,тр-т Кульджинский д. 16/40
8841,тр-т Кульджинский д. 16/43
8842,тр-т Кульджинский д. 16/44
8843,тр-т Кульджинский д. 56/8
8844,ул. 2 д. 30
8845,ул. 2 Многоводная д. 10
8846,ул. 4 д. 1
8847,ул. 4 д. 1 корпус 1
8848,ул. Абдуллиных д. 7Г
8849,ул. Абдуллиных д. 7/30
8850,ул. Абдуллиных д. 8
8851,ул. Абдуллиных д. 16
8852,ул. Абдуллиных д. 27
8853,ул. Абдуллиных д. 28/1
8854,ул. Абдуллиных д. 30
8855,ул. Абдуллиных д. 30А
8856,ул. Абдуллиных д. 34/7
8857,ул. Абдуллиных д. 34/38
8858,ул. Абдуллиных д. 36/30
8859,ул. Абдуллиных д. 43
8860,ул. Абдуллиных д. 45
8861,ул. Абдуллиных д. 48
8862,ул. Абдуллиных д. 49
8863,ул. Абдуллиных д. 52
8864,ул. Абдуллиных д. 54/5
8865,ул. Абдуллиных д. 54/6
8866,ул. Абдуллиных д. 56
8867,ул. Абдуллиных д. 64
8868,ул. Айтеке би д. 4
8869,ул. Айтеке би д. 14
8870,ул. Айтеке би д. 19
8871,ул. Айтеке би д. 21/32
8872,ул. Айтеке би д. 28
8873,ул. Айтеке би д. 36
8874,ул. Айтеке би д. 53
8875,ул. Акбозат д. 4
8876,ул. Алдар косе д. 60 корпус 1
8877,ул. Алдар косе д. 8
8878,ул. Алдар косе д. 60
8879,ул. Алдар косе д. 66
8880,ул. Алимжанова д. 3
8881,ул. Алимжанова д. 14
8882,ул. Алимжанова д. 32
8883,ул. Алимжанова д. 48
8884,ул. Аманжолова К д. 52
8885,ул. Аманжолова С. д. 40
8886,ул. Аманжолова С. д. 42
8887,ул. Аманжолова С. д. 49
8888,ул. Аманжолова С. д. 50
8889,ул. Аманжолова С. д. 51
8890,ул. Арыковой д. 25
8891,ул. Арыковой д. 50
8892,ул. Ашимбаева С д. 17/20
8893,ул. Ашимбаева С д. 27
8894,ул. Баишева д. 12
8895,ул. Баишева д. 17/32
8896,ул. Баишева д. 32/29
8897,ул. Байконурская д. 5
8898,ул. Байконурская д. 40
8899,ул. Байконурская д. 55
8900,ул. Байконурская д. 70
8901,мкр. Аксай-4 д. 105
8902,мкр. Аксай-4 д. 119
8903,мкр. Аксай-4 д. 119А
8904,мкр. Аксай-4 д. 121
8905,мкр. Аксай-4 д. 122
8906,мкр. Аксай-4 д. 123
8907,мкр. Аксай-5 д. 1
8908,мкр. Аксай-5 д. 3Г корпус 1
8909,мкр. Аксай-5 д. 25 корпус 1
8910,мкр. Аксай-5 д. 1А
8911,мкр. Аксай-5 д. 2
8912,мкр. Аксай-5 д. 3Б
8913,мкр. Аксай-5 д. 3Г
8914,мкр. Аксай-5 д. 4
8915,мкр. Аксай-5 д. 5
8916,мкр. Аксай-5 д. 5А
8917,мкр. Аксай-5 д. 25 корпус 6
8918,мкр. Аксай-5 д. 6
8919,мкр. Аксай-5 д. 25 корпус 7
8920,мкр. Аксай-5 д. 7
8921,мкр. Аксай-5 д. 8
8922,мкр. Аксай-5 д. 9
8923,мкр. Аксай-5 д. 10
8924,мкр. Аксай-5 д. 12
8925,мкр. Аксай-5 д. 13
8926,мкр. Аксай-5 д. 14
8927,мкр. Аксай-5 д. 16
8928,мкр. Аксай-5 д. 18
8929,мкр. Аксай-5 д. 19
8930,мкр. Аксай-5 д. 20
8931,мкр. Аксай-5 д. 25
8932,мкр. Достык ул. Акжайнак д. 13
8933,мкр. Достык ул. Акжайнак д. 22
8934,мкр. Достык ул. Жайдарман д. 17А
8935,мкр. Достык ул. Каргалинская д. 2А
8936,мкр. Достык ул. Садвакасова д. 35 корпус 1
8937,мкр. Достык ул. Садвакасова д. 35
8938,мкр. Достык ул. Серегина д. 18
8939,мкр. Жетысу-1 д. 10
